date,timestamp,pm2.5,temperature,humidity,filter
2018-01-18T03,1516215600,20.23,22.00,73.00,23.00
2018-01-19T03,1516302000,16.66,22.00,74.00,22.00
2018-01-20T03,1516388400,12.14,22.00,74.00,22.00
2018-01-21T03,1516474800,7.34,22.00,74.00,21.00
2018-01-21T20,1516536000,21.86,22.00,75.00,21.00
2018-01-22T07,1516575600,18.93,21.75,68.00,20.00
2018-01-22T08,1516579200,18.37,22.00,69.00,20.00
2018-01-22T09,1516582800,18.98,22.00,68.00,20.00
2018-01-22T10,1516586400,19.25,22.00,68.00,20.00
2018-01-22T11,1516590000,19.74,22.00,68.00,20.00
2018-01-22T12,1516593600,21.14,22.00,67.00,20.00
2018-01-22T13,1516597200,20.59,22.00,67.00,20.00
2018-01-22T14,1516600800,19.61,22.00,66.00,20.00
2018-01-22T15,1516604400,7.87,21.00,67.00,20.00
2018-01-22T16,1516608000,7.36,21.00,66.00,20.00
2018-01-22T17,1516611600,17.68,22.00,66.00,20.00
2018-01-22T18,1516615200,17.61,22.00,66.00,20.00
2018-01-22T19,1516618800,17.58,22.00,65.00,20.00
2018-01-22T20,1516622400,17.33,22.00,66.00,20.00
2018-01-22T21,1516626000,17.31,22.00,66.00,20.00
2018-01-22T22,1516629600,17.38,22.00,66.00,20.00
2018-01-22T23,1516633200,7.28,22.00,67.00,20.00
2018-01-23T00,1516636800,7.41,21.00,67.00,20.00
2018-01-23T01,1516640400,19.10,22.00,66.00,20.00
2018-01-23T02,1516644000,18.50,22.00,66.00,20.00
2018-01-23T03,1516647600,18.44,20.00,69.00,20.00
2018-01-23T04,1516651200,18.74,20.00,71.00,20.00
2018-01-23T05,1516654800,8.50,20.00,72.00,20.00
2018-01-23T06,1516658400,8.86,19.00,73.00,20.00
2018-01-23T07,1516662000,19.20,20.00,70.00,20.00
2018-01-23T08,1516665600,18.60,20.00,71.00,20.00
2018-01-23T09,1516669200,18.63,20.00,70.00,20.00
2018-01-23T10,1516672800,18.57,20.00,71.00,20.00
2018-01-23T11,1516676400,18.56,20.00,70.00,20.00
2018-01-23T12,1516680000,18.92,20.00,70.00,20.00
2018-01-23T13,1516683600,19.29,21.00,70.00,20.00
2018-01-23T14,1516687200,19.74,21.00,70.00,20.00
2018-01-23T15,1516690800,9.40,21.00,71.00,20.00
2018-01-23T16,1516694400,10.29,21.00,70.00,20.00
2018-01-23T17,1516698000,23.34,21.00,69.00,20.00
2018-01-23T18,1516701600,24.24,22.00,69.00,20.00
2018-01-23T19,1516705200,24.71,22.00,68.00,20.00
2018-01-23T20,1516708800,26.26,22.00,68.00,20.00
2018-01-23T21,1516712400,25.55,22.00,68.00,20.00
2018-01-23T22,1516716000,25.12,22.00,68.00,20.00
2018-01-23T23,1516719600,13.18,21.00,69.00,20.00
2018-01-24T00,1516723200,13.91,21.00,69.00,20.00
2018-01-24T01,1516726800,29.09,20.00,70.00,19.00
2018-01-24T02,1516730400,29.89,20.00,69.00,19.00
2018-01-24T04,1516737600,27.09,20.00,68.00,19.00
2018-01-24T05,1516741200,12.72,20.00,68.00,19.00
2018-01-24T06,1516744800,12.66,19.00,69.00,19.00
2018-01-24T07,1516748400,25.08,20.00,71.00,19.00
2018-01-24T08,1516752000,24.62,20.00,68.00,19.00
2018-01-24T09,1516755600,24.20,21.00,67.00,19.00
2018-01-24T10,1516759200,23.81,21.00,67.00,19.00
2018-01-24T11,1516762800,22.99,20.00,70.00,19.00
2018-01-24T12,1516766400,22.81,20.00,71.00,19.00
2018-01-24T13,1516770000,22.65,22.00,69.00,19.00
2018-01-24T14,1516773600,21.91,22.00,68.00,19.00
2018-01-24T15,1516777200,9.99,21.00,69.00,19.00
2018-01-24T16,1516780800,9.57,21.00,69.00,19.00
2018-01-24T17,1516784400,20.95,22.00,67.00,19.00
2018-01-24T18,1516788000,20.22,22.00,67.00,19.00
2018-01-24T19,1516791600,20.25,21.00,67.00,19.00
2018-01-24T20,1516795200,21.40,22.00,67.00,19.00
2018-01-24T22,1516802400,20.69,22.00,67.00,19.00
2018-01-24T23,1516806000,8.64,21.00,68.00,19.00
2018-01-25T00,1516809600,7.62,21.00,68.00,19.00
2018-01-25T01,1516813200,18.58,22.00,67.00,19.00
2018-01-25T02,1516816800,18.61,22.00,68.00,19.00
2018-01-25T03,1516820400,18.54,22.00,68.00,19.00
2018-01-25T04,1516824000,18.39,22.00,68.00,19.00
2018-01-25T05,1516827600,7.39,21.00,69.00,19.00
2018-01-25T06,1516831200,7.11,21.00,69.00,19.00
2018-01-25T07,1516834800,17.60,22.00,68.00,19.00
2018-01-25T08,1516838400,17.69,22.00,68.00,19.00
2018-01-25T09,1516842000,18.32,22.00,68.00,19.00
2018-01-25T10,1516845600,18.40,22.00,68.00,19.00
2018-01-25T11,1516849200,18.26,22.00,68.00,19.00
2018-01-25T12,1516852800,18.65,22.00,69.00,19.00
2018-01-25T13,1516856400,18.93,22.00,69.00,19.00
2018-01-25T14,1516860000,18.57,22.00,69.00,19.00
2018-01-25T15,1516863600,7.09,21.00,71.00,18.00
2018-01-25T16,1516867200,6.78,21.00,71.00,18.00
2018-01-25T17,1516870800,16.81,22.00,70.00,18.00
2018-01-25T18,1516874400,16.67,22.00,70.00,18.00
2018-01-25T19,1516878000,16.64,22.00,70.00,18.00
2018-01-25T20,1516881600,16.42,22.00,70.00,18.00
2018-01-25T21,1516885200,16.22,22.00,70.00,18.00
2018-01-25T22,1516888800,16.34,22.00,70.00,18.00
2018-01-25T23,1516892400,6.50,21.00,71.00,18.00
2018-01-26T00,1516896000,6.39,21.00,71.00,18.00
2018-01-26T01,1516899600,15.92,22.00,69.00,18.00
2018-01-26T02,1516903200,15.83,22.00,68.00,18.00
2018-01-26T03,1516906800,15.82,22.00,67.00,18.00
2018-01-26T04,1516910400,15.91,22.00,66.00,18.00
2018-01-26T05,1516914000,15.91,22.00,66.00,18.00
2018-01-26T06,1516917600,15.88,21.00,67.00,18.00
2018-01-26T07,1516921200,16.57,20.00,68.00,18.00
2018-01-26T08,1516924800,16.52,20.00,68.00,18.00
2018-01-26T09,1516928400,16.95,20.00,68.00,18.00
2018-01-26T10,1516932000,17.03,20.00,66.00,18.00
2018-01-26T11,1516935600,16.94,21.00,65.00,18.00
2018-01-26T12,1516939200,16.97,21.00,64.00,18.00
2018-01-26T13,1516942800,16.95,21.00,64.00,18.00
2018-01-26T14,1516946400,16.70,21.00,64.00,18.00
2018-01-26T15,1516950000,16.73,21.00,64.00,18.00
2018-01-26T16,1516953600,16.59,21.00,64.00,18.00
2018-01-26T17,1516957200,16.47,21.00,64.00,18.00
2018-01-26T18,1516960800,16.31,21.00,64.00,18.00
2018-01-26T19,1516964400,16.13,22.00,64.00,18.00
2018-01-26T20,1516968000,16.25,22.00,64.00,18.00
2018-01-26T21,1516971600,16.13,22.00,64.00,18.00
2018-01-26T22,1516975200,16.18,22.00,64.00,18.00
2018-01-26T23,1516978800,16.10,22.00,65.00,18.00
2018-01-27T00,1516982400,16.19,22.00,64.00,18.00
2018-01-27T01,1516986000,16.02,22.00,64.00,18.00
2018-01-27T02,1516989600,16.31,22.00,64.00,18.00
2018-01-27T03,1516993200,16.27,22.00,64.00,18.00
2018-01-27T04,1516996800,16.81,22.00,64.00,18.00
2018-01-27T05,1517000400,17.78,22.00,64.00,18.00
2018-01-27T06,1517004000,17.87,22.00,64.00,18.00
2018-01-27T07,1517007600,17.25,22.00,65.00,18.00
2018-01-27T08,1517011200,16.79,22.00,65.00,18.00
2018-01-27T09,1517014800,16.43,22.00,65.00,18.00
2018-01-27T10,1517018400,16.18,22.00,65.00,18.00
2018-01-27T11,1517022000,16.17,22.00,65.00,18.00
2018-01-27T12,1517025600,15.98,22.00,65.00,18.00
2018-01-27T13,1517029200,16.12,22.00,66.00,18.00
2018-01-27T15,1517036400,15.86,22.00,66.00,18.00
2018-01-27T16,1517040000,15.77,22.00,66.00,18.00
2018-01-27T17,1517043600,15.84,22.00,66.00,18.00
2018-01-27T18,1517047200,16.00,22.00,66.00,18.00
2018-01-27T20,1517054400,16.45,22.00,66.00,18.00
2018-01-27T21,1517058000,16.65,22.00,67.00,18.00
2018-01-27T22,1517061600,17.22,22.00,67.00,18.00
2018-01-27T23,1517065200,17.71,22.00,67.00,18.00
2018-01-28T00,1517068800,18.76,22.00,67.00,18.00
2018-01-28T01,1517072400,18.54,22.00,67.00,18.00
2018-01-28T02,1517076000,18.29,22.00,68.00,18.00
2018-01-28T03,1517079600,17.67,22.00,68.00,18.00
2018-01-28T04,1517083200,17.15,22.00,68.00,18.00
2018-01-28T05,1517086800,17.08,22.00,68.00,18.00
2018-01-28T06,1517090400,17.22,22.00,68.00,18.00
2018-01-28T07,1517094000,16.80,22.00,68.00,18.00
2018-01-28T08,1517097600,16.60,22.00,68.00,18.00
2018-01-28T09,1517101200,16.49,22.00,68.00,18.00
2018-01-28T10,1517104800,16.34,22.00,68.00,18.00
2018-01-28T11,1517108400,16.02,22.00,68.00,18.00
2018-01-28T12,1517112000,15.87,22.00,67.00,18.00
2018-01-28T13,1517115600,15.98,22.00,67.00,18.00
2018-01-28T14,1517119200,15.90,22.00,66.00,18.00
2018-01-28T15,1517122800,15.69,22.00,66.00,18.00
2018-01-28T16,1517126400,15.59,22.00,66.00,18.00
2018-01-28T17,1517130000,15.58,22.00,65.00,18.00
2018-01-28T18,1517133600,15.46,22.00,64.00,18.00
2018-01-28T19,1517137200,15.42,22.00,64.00,18.00
2018-01-28T20,1517140800,15.33,22.00,64.00,18.00
2018-01-28T21,1517144400,15.38,22.00,63.00,18.00
2018-01-28T22,1517148000,15.34,22.00,63.00,18.00
2018-01-28T23,1517151600,15.45,22.00,63.00,18.00
2018-01-29T00,1517155200,15.44,22.00,63.00,18.00
2018-01-29T01,1517158800,15.64,22.00,62.00,18.00
2018-01-29T02,1517162400,16.15,22.00,61.00,18.00
2018-01-29T03,1517166000,17.00,22.00,61.00,18.00
2018-01-29T04,1517169600,18.25,21.00,58.00,18.00
2018-01-29T05,1517173200,19.19,22.00,60.00,18.00
2018-01-29T12,1517198400,22.63,21.00,58.00,18.00
2018-01-29T13,1517202000,22.09,21.00,59.00,18.00
2018-01-29T14,1517205600,21.35,21.00,59.00,18.00
2018-01-29T15,1517209200,21.42,21.00,58.00,18.00
2018-01-29T16,1517212800,21.04,21.00,59.00,18.00
2018-01-29T17,1517216400,20.24,21.00,59.00,18.00
2018-01-29T18,1517220000,19.85,21.00,59.00,18.00
2018-01-29T19,1517223600,18.88,21.00,59.00,18.00
2018-01-29T20,1517227200,18.00,21.00,59.00,18.00
2018-01-29T21,1517230800,17.48,21.00,59.00,18.00
2018-01-29T22,1517234400,17.27,21.00,59.00,18.00
2018-01-29T23,1517238000,17.12,21.00,59.00,18.00
2018-01-30T00,1517241600,16.86,21.00,60.00,18.00
2018-01-30T01,1517245200,17.03,21.00,59.00,18.00
2018-01-30T02,1517248800,17.33,21.00,59.00,18.00
2018-01-30T03,1517252400,17.70,21.00,59.00,17.00
2018-01-30T04,1517256000,17.69,21.00,59.00,17.00
2018-01-30T05,1517259600,19.03,20.00,62.00,17.00
2018-01-30T06,1517263200,18.34,21.00,61.00,17.00
2018-01-30T07,1517266800,17.54,21.00,61.00,17.00
2018-01-30T08,1517270400,17.34,21.00,62.00,17.00
2018-01-30T09,1517274000,17.85,20.00,64.00,17.00
2018-01-30T10,1517277600,18.74,21.00,62.00,17.00
2018-01-30T11,1517281200,18.06,21.00,62.00,17.00
2018-01-30T12,1517284800,18.30,21.00,63.00,17.00
2018-01-30T13,1517288400,17.97,21.00,63.00,17.00
2018-01-30T14,1517292000,17.89,21.00,63.00,17.00
2018-01-30T15,1517295600,17.57,21.00,63.00,17.00
2018-01-30T16,1517299200,17.34,21.00,63.00,17.00
2018-01-30T17,1517302800,17.35,21.00,64.00,17.00
2018-01-30T18,1517306400,17.50,21.00,65.00,17.00
2018-01-30T19,1517310000,17.57,21.00,65.00,17.00
2018-01-30T20,1517313600,17.39,21.00,65.00,17.00
2018-01-30T21,1517317200,17.15,21.00,64.00,17.00
2018-01-30T22,1517320800,17.15,21.00,64.00,17.00
2018-01-30T23,1517324400,16.84,21.00,64.00,17.00
2018-01-31T00,1517328000,16.88,21.00,65.00,17.00
2018-01-31T01,1517331600,17.88,21.00,67.00,17.00
2018-01-31T02,1517335200,19.08,21.00,68.00,17.00
2018-01-31T03,1517338800,19.43,21.00,70.00,17.00
2018-01-31T04,1517342400,18.89,21.00,68.00,17.00
2018-01-31T05,1517346000,18.29,21.00,68.00,17.00
2018-01-31T06,1517349600,19.00,20.00,74.00,17.00
2018-01-31T07,1517353200,17.84,21.00,75.00,17.00
2018-01-31T08,1517356800,16.99,21.00,74.00,17.00
2018-01-31T09,1517360400,16.81,21.00,74.00,17.00
2018-01-31T10,1517364000,17.03,21.00,74.00,17.00
2018-01-31T11,1517367600,17.27,20.00,73.00,17.00
2018-01-31T12,1517371200,16.97,20.00,72.00,17.00
2018-01-31T13,1517374800,16.66,21.00,70.00,17.00
2018-01-31T14,1517378400,16.21,21.00,69.00,17.00
2018-01-31T15,1517382000,16.09,21.00,68.00,17.00
2018-01-31T16,1517385600,16.03,21.00,67.00,17.00
2018-01-31T23,1517410800,17.45,21.00,63.00,17.00
2018-02-01T00,1517414400,18.47,21.00,62.00,17.00
2018-02-01T01,1517418000,23.75,20.00,58.00,17.00
2018-02-01T02,1517421600,26.70,20.00,61.00,17.00
2018-02-01T03,1517425200,27.75,20.00,61.00,17.00
2018-02-01T04,1517428800,30.76,20.00,61.00,17.00
2018-02-01T05,1517432400,34.17,20.00,58.00,17.00
2018-02-01T06,1517436000,29.72,21.00,59.00,17.00
2018-02-01T07,1517439600,28.98,21.00,60.00,17.00
2018-02-01T09,1517446800,31.41,21.00,60.00,17.00
2018-02-01T11,1517454000,33.19,21.00,60.00,17.00
2018-02-01T12,1517457600,31.37,21.00,61.00,17.00
2018-02-01T13,1517461200,27.44,21.00,61.00,17.00
2018-02-01T14,1517464800,24.21,21.00,61.00,17.00
2018-02-01T15,1517468400,21.71,21.00,61.00,17.00
2018-02-01T16,1517472000,20.15,21.00,61.00,17.00
2018-02-01T17,1517475600,19.35,21.00,61.00,17.00
2018-02-01T18,1517479200,19.16,21.00,62.00,17.00
2018-02-01T19,1517482800,18.99,21.00,62.00,17.00
2018-02-01T20,1517486400,18.64,21.00,62.00,17.00
2018-02-01T21,1517490000,18.64,21.00,62.00,17.00
2018-02-01T22,1517493600,18.71,21.00,62.00,17.00
2018-02-01T23,1517497200,18.81,21.00,62.00,17.00
2018-02-02T00,1517500800,19.23,21.00,62.00,17.00
2018-02-02T01,1517504400,19.86,20.00,63.00,17.00
2018-02-02T02,1517508000,19.55,21.00,64.00,17.00
2018-02-02T03,1517511600,19.03,21.00,64.00,17.00
2018-02-02T04,1517515200,19.49,21.00,64.00,17.00
2018-02-02T05,1517518800,19.28,21.00,63.00,17.00
2018-02-02T06,1517522400,18.82,21.00,63.00,17.00
2018-02-02T07,1517526000,17.76,21.00,63.00,17.00
2018-02-02T08,1517529600,17.34,21.00,62.00,17.00
2018-02-02T09,1517533200,17.60,21.00,62.00,17.00
2018-02-02T10,1517536800,17.57,21.00,60.00,17.00
2018-02-02T11,1517540400,18.02,21.00,61.00,17.00
2018-02-02T12,1517544000,19.00,21.00,60.00,17.00
2018-02-02T13,1517547600,21.21,22.00,60.00,17.00
2018-02-02T14,1517551200,21.66,21.00,59.00,17.00
2018-02-02T15,1517554800,20.63,21.00,59.00,17.00
2018-02-02T16,1517558400,19.49,21.00,59.00,17.00
2018-02-02T17,1517562000,19.05,21.00,60.00,17.00
2018-02-02T18,1517565600,19.10,21.00,60.00,17.00
2018-02-02T19,1517569200,19.29,21.00,59.00,17.00
2018-02-02T20,1517572800,19.69,21.00,59.00,17.00
2018-02-02T21,1517576400,20.04,21.00,59.00,17.00
2018-02-02T22,1517580000,20.23,21.00,59.00,17.00
2018-02-02T23,1517583600,20.78,21.00,59.00,17.00
2018-02-03T00,1517587200,22.15,21.00,59.00,17.00
2018-02-03T01,1517590800,22.60,21.00,59.00,17.00
2018-02-03T02,1517594400,22.18,21.00,59.00,17.00
2018-02-03T03,1517598000,21.38,21.00,58.00,17.00
2018-02-03T04,1517601600,20.73,21.00,58.00,17.00
2018-02-03T05,1517605200,20.62,21.00,58.00,17.00
2018-02-03T06,1517608800,21.58,20.00,59.00,17.00
2018-02-03T07,1517612400,22.66,20.00,58.00,17.00
2018-02-03T08,1517616000,22.76,20.00,58.00,17.00
2018-02-03T09,1517619600,21.91,20.00,58.00,17.00
2018-02-03T10,1517623200,21.57,20.00,58.00,17.00
2018-02-03T11,1517626800,20.80,20.00,58.00,17.00
2018-02-03T12,1517630400,20.02,20.00,58.00,17.00
2018-02-03T13,1517634000,19.84,20.00,58.00,17.00
2018-02-03T14,1517637600,19.29,20.00,57.00,17.00
2018-02-03T15,1517641200,18.51,20.00,57.00,17.00
2018-02-03T16,1517644800,17.92,20.00,56.00,17.00
2018-02-03T17,1517648400,17.42,20.00,56.00,17.00
2018-02-03T18,1517652000,17.47,20.00,56.00,17.00
2018-02-03T19,1517655600,17.49,20.00,56.00,17.00
2018-02-03T20,1517659200,17.42,20.00,57.00,17.00
2018-02-03T21,1517662800,17.18,20.00,56.00,17.00
2018-02-03T22,1517666400,16.95,20.00,57.00,17.00
2018-02-03T23,1517670000,16.90,20.00,57.00,17.00
2018-02-04T00,1517673600,16.81,20.00,57.00,17.00
2018-02-04T01,1517677200,16.89,20.00,57.00,17.00
2018-02-04T02,1517680800,16.89,20.00,57.00,17.00
2018-02-04T03,1517684400,16.97,20.00,57.00,17.00
2018-02-04T04,1517688000,16.98,20.00,56.00,17.00
2018-02-04T05,1517691600,17.01,20.00,56.00,17.00
2018-02-04T06,1517695200,17.08,20.00,57.00,17.00
2018-02-04T07,1517698800,17.24,20.00,56.00,17.00
